EVENT_DATE,30D_GOLD_CHANGE_%
1986-04-16,0.5339233038348089
1991-01-15,-7.781954887218048
2001-10-03,-3.365550569554712
2002-09-13,-0.031560675398460705
2003-02-14,-4.131054131054131
2003-03-21,0.3280397326629447
2004-08-03,3.0897735350868327
2005-07-08,3.5220423117834714
2015-11-17,-1.7405196333977861
2020-01-07,-0.4536242288705836
2022-02-25,3.7000148339655508
