DATE,GOLD_PRICE,GOLD_OPEN,GOLD_HIGH,GOLD_LOW,GOLD_CHANGE_%,SILVER_PRICE,SILVER_OPEN,SILVER_HIGH,SILVER_LOW,SILVER_CHANGE_%,GPRD,GPRD_ACT,GPRD_THREAT,EVENT,HAS_EVENT,GOLD_SILVER_RATIO,GOLD_VOLATILITY_30,SILVER_VOLATILITY_30,GOLD_SMA_50,GOLD_SMA_200,GPRD_ROLLING_30,YEAR,MONTH,DECADE
2015-11-16,1082.85,1088.14,1098.29,1081.32,-0.07,14.25,14.34,14.47,14.17,-0.07,291.99,401.5,251.17,,0,75.98947368421052,0.1132675945279616,0.1610179212268484,1133.1896,1161.8264,86.08200000000001,2015,11,2010
2015-11-17,1070.37,1082.86,1084.82,1065.59,-1.15,14.2,14.23,14.32,14.08,-0.35,354.05,551.2,266.17, Paris Terrorist Attacks,1,75.3781690140845,0.111333032073818,0.1490718180783484,1132.161,1161.0082499999999,94.11266666666667,2015,11,2010
2015-11-18,1071.14,1070.3,1073.18,1065.34,0.07,14.19,14.17,14.28,13.99,-0.07,309.5,520.67,168.89,,0,75.48555320648344,0.11165326996620735,0.14121661920493875,1131.4618,1160.26815,100.74,2015,11,2010
2015-11-19,1082.4,1071.15,1086.5,1069.75,1.05,14.26,14.17,14.43,14.08,0.49,242.89,384.09,153.22,,0,75.9046283309958,0.11702877757146052,0.1291778331870185,1130.8788,1159.56765,106.48166666666665,2015,11,2010
2015-11-20,1078.1,1082.3,1087.8,1075.68,-0.4,14.2,14.23,14.44,14.04,-0.42,212.19,329.06,130.7,,0,75.9225352112676,0.1039963332787233,0.12400375860909604,1130.2828,1158.80965,110.60833333333333,2015,11,2010
2015-11-23,1069.34,1077.01,1077.01,1067.0,-0.81,14.14,14.14,14.22,13.86,-0.42,170.01,236.25,128.51,,0,75.62517680339462,0.10248798735327078,0.1235395895043238,1129.4936,1157.999,113.63133333333333,2015,11,2010
2015-11-24,1075.49,1069.24,1080.89,1068.99,0.58,14.21,14.12,14.31,14.01,0.5,246.84,334.67,238.09,,0,75.68543279380718,0.10354691498561508,0.12307182181392588,1128.8954,1157.32945,119.16966666666667,2015,11,2010
2015-11-25,1071.39,1075.55,1080.85,1067.75,-0.38,14.18,14.18,14.31,14.0,-0.21,247.62,394.97,155.57,,0,75.55641748942173,0.09052781414056736,0.11140391465175271,1127.9322,1156.62145,123.909,2015,11,2010
2015-11-26,1072.25,1071.91,1075.46,1070.35,0.08,14.28,14.17,14.41,14.1,0.71,172.98,206.94,165.41,,0,75.08753501400561,0.09121866358874108,0.11608608972077113,1126.7492,1155.94545,126.86433333333335,2015,11,2010
2015-11-27,1058.81,1071.59,1073.9,1052.86,-1.25,14.1,14.27,14.35,13.92,-1.26,237.59,300.63,212.76,,0,75.09290780141843,0.0950046558594776,0.11869592759664772,1125.1374,1155.22755,131.77766666666668,2015,11,2010
2015-11-30,1064.42,1057.8,1068.9,1053.1,0.53,14.09,14.04,14.2,13.95,-0.07,100.23,109.91,100.01,,0,75.54435770049682,0.09809061410993629,0.11613628104591553,1123.7598,1154.54005,132.283,2015,11,2010
2015-12-01,1069.49,1064.55,1074.72,1063.38,0.48,14.2,14.09,14.25,14.03,0.78,170.5,223.4,121.52,,0,75.3161971830986,0.09803952656014772,0.11899540917020789,1122.6536,1153.88805,135.62766666666667,2015,12,2010
2015-12-02,1053.69,1069.49,1071.55,1050.63,-1.48,14.02,14.2,14.23,13.89,-1.27,192.7,265.29,129.71,,0,75.15620542082739,0.10293202543128893,0.11906359438544022,1121.1194,1153.1325,139.73866666666666,2015,12,2010
2015-12-03,1062.57,1053.71,1065.8,1046.25,0.84,14.11,14.02,14.17,13.79,0.64,157.92,222.72,121.71,,0,75.3061658398299,0.10829607484347085,0.11754562619191868,1119.2906,1152.4001,142.70766666666665,2015,12,2010
2015-12-04,1086.99,1062.39,1089.09,1058.14,2.3,14.55,14.08,14.62,14.01,3.12,156.33,210.61,126.48,,0,74.70721649484535,0.13202781975792416,0.15518704587978385,1118.1056,1151.7693000000002,145.28066666666666,2015,12,2010
2015-12-07,1070.39,1086.01,1087.0,1070.06,-1.53,14.24,14.58,14.66,14.2,-2.13,197.37,308.43,168.55,,0,75.16783707865169,0.13721754720761695,0.1634850284250899,1116.8724,1151.08575,149.06433333333334,2015,12,2010
2015-12-08,1074.69,1070.49,1078.85,1067.63,0.4,14.16,14.24,14.34,14.05,-0.56,197.98,298.47,136.52,,0,75.89618644067797,0.1375356679378138,0.16294661115112433,1115.817,1150.4402,154.01566666666668,2015,12,2010
2015-12-09,1073.21,1074.74,1085.6,1069.59,-0.14,14.16,14.14,14.38,14.09,0.0,199.5,240.51,162.03,,0,75.79166666666667,0.1361454089527417,0.16179090845787844,1114.9812,1149.807,158.39766666666668,2015,12,2010
2015-12-10,1071.54,1073.21,1076.46,1069.7,-0.16,14.12,14.14,14.24,14.06,-0.28,147.41,236.76,68.1,,0,75.88810198300284,0.13481179088665318,0.15245754737143657,1114.1409999999998,1149.1716999999999,161.22299999999998,2015,12,2010
2015-12-11,1074.89,1071.6,1079.98,1062.38,0.31,13.93,14.12,14.17,13.76,-1.35,150.0,207.7,110.87,,0,77.16367552045945,0.1356568654377232,0.1552989318857077,1112.876,1148.7101,163.1726666666667,2015,12,2010
2015-12-14,1062.9,1073.69,1077.7,1062.77,-1.12,13.71,13.91,13.99,13.6,-1.58,119.42,175.99,86.35,,0,77.527352297593,0.13733050046197412,0.15888408861248512,1111.4189999999999,1148.1881,163.48933333333335,2015,12,2010
2015-12-15,1060.74,1062.89,1068.89,1059.59,-0.2,13.77,13.7,13.85,13.63,0.44,142.26,212.73,101.39,,0,77.0326797385621,0.13242915981200487,0.1600158420441678,1109.6916,1147.6821499999999,166.45566666666667,2015,12,2010
2015-12-16,1072.94,1060.73,1078.59,1060.64,1.15,14.18,13.75,14.31,13.74,2.98,170.6,179.53,173.39,,0,75.6657263751763,0.1358540997268964,0.1828562823412016,1108.2423999999999,1147.2728499999998,168.92633333333333,2015,12,2010
2015-12-17,1051.74,1072.85,1073.09,1047.64,-1.98,13.71,14.17,14.21,13.63,-3.31,162.98,194.97,196.51,,0,76.71334792122538,0.1462482673235774,0.2038977924538274,1106.498,1146.76305,172.344,2015,12,2010
2015-12-18,1066.19,1051.72,1070.79,1051.05,1.37,14.09,13.71,14.23,13.67,2.77,134.48,196.62,104.37,,0,75.66997870830376,0.14795716596174563,0.21901886342297977,1104.6712,1146.2966000000001,173.85399999999998,2015,12,2010
2015-12-21,1078.44,1065.94,1081.88,1063.88,1.15,14.27,14.1,14.33,14.02,1.28,165.02,207.16,132.13,,0,75.57393132445691,0.15173950604988456,0.2196751761148325,1102.96,1145.9158499999999,176.44433333333333,2015,12,2010
2015-12-22,1072.36,1078.41,1081.0,1071.85,-0.56,14.26,14.26,14.4,14.17,-0.07,143.28,194.26,95.31,,0,75.20056100981766,0.15244216723611353,0.21824705135465103,1101.0312000000001,1145.53115,178.37699999999998,2015,12,2010
2015-12-23,1070.35,1072.21,1075.75,1068.25,-0.19,14.31,14.26,14.37,14.17,0.35,73.74,90.48,47.17,,0,74.79734451432564,0.1522436139823825,0.21716264570657434,1098.7344,1145.04665,179.10233333333332,2015,12,2010
2015-12-24,1075.88,1070.9,1077.85,1070.05,0.52,14.38,14.3,14.45,14.23,0.49,111.12,137.16,96.8,,0,74.81780250347705,0.1530942830950647,0.2175901751449609,1096.5898,1144.56955,181.3356666666667,2015,12,2010
2015-12-25,1075.88,1075.88,1075.88,1075.88,0.0,14.37,14.36,14.4,14.34,-0.07,160.93,240.66,111.52,,0,74.86986778009744,0.15306230678294921,0.21741737264082595,1094.5634,1144.0355499999998,184.64766666666665,2015,12,2010
2015-12-28,1069.05,1076.0,1077.15,1066.3,-0.63,13.94,14.33,14.44,13.81,-2.99,147.82,160.76,156.44,,0,76.68938307030129,0.1540957521209363,0.23446867692583323,1092.5354,1143.4343000000001,179.842,2015,12,2010
2015-12-29,1068.99,1069.2,1075.79,1067.29,-0.01,13.96,13.95,14.08,13.88,0.14,109.35,128.25,106.97,,0,76.57521489971346,0.1504304281005693,0.2343785255346205,1090.393,1142.8136,171.68533333333332,2015,12,2010
2015-12-30,1061.45,1069.38,1072.85,1059.55,-0.71,13.88,13.95,14.02,13.73,-0.57,141.56,203.22,84.75,,0,76.47334293948127,0.1517882817608039,0.2348757569451211,1088.28,1142.1436,166.08733333333333,2015,12,2010
2015-12-31,1061.3,1061.38,1063.68,1058.38,-0.01,13.85,13.85,14.0,13.74,-0.22,70.11,69.89,68.01,,0,76.62815884476534,0.14832001541981457,0.2343148974961464,1086.185,1141.4281999999998,160.328,2015,12,2010
2016-01-01,1060.74,1061.21,1061.41,1060.74,-0.05,13.81,13.85,13.87,13.79,-0.29,208.84,315.88,155.69,,0,76.80955829109341,0.14797776545299443,0.2341825862301169,1084.1146,1140.7354,160.21633333333332,2016,1,2010
2016-01-04,1074.7,1065.36,1083.7,1061.9,1.32,13.88,13.82,14.22,13.79,0.51,133.57,138.49,133.28,,0,77.42795389048992,0.1512683891755058,0.2345580326505595,1082.3446,1140.1779,159.00166666666667,2016,1,2010
2016-01-05,1077.66,1074.66,1082.3,1072.7,0.28,13.98,13.85,14.09,13.79,0.72,205.16,129.7,266.3,,0,77.08583690987125,0.15056223581086153,0.2351046151603803,1080.5588,1139.6487,157.61233333333334,2016,1,2010
2016-01-06,1094.45,1077.55,1095.45,1074.7,1.56,14.01,13.95,14.15,13.88,0.21,161.47,175.61,138.34,,0,78.1192005710207,0.15654325283702547,0.2351650574181183,1079.3258,1139.1004500000001,154.74066666666667,2016,1,2010
2016-01-07,1109.25,1094.45,1110.2,1091.09,1.35,14.31,14.0,14.39,13.9,2.14,205.2,116.9,264.66,,0,77.51572327044025,0.16085708438013296,0.2426293421161558,1078.5926,1138.63375,155.81466666666665,2016,1,2010
2016-01-08,1104.24,1109.45,1112.4,1093.93,-0.45,13.95,14.3,14.34,13.86,-2.52,181.01,162.41,203.2,,0,79.15698924731183,0.15653699257181114,0.2509624197638812,1077.8298000000002,1138.10045,153.92866666666666,2016,1,2010
2016-01-11,1094.26,1104.19,1108.51,1093.91,-0.9,13.86,13.96,14.08,13.81,-0.65,95.25,52.75,114.4,,0,78.95093795093796,0.15896858322826415,0.2516076241818799,1077.04,1137.49825,153.76266666666666,2016,1,2010
2016-01-12,1087.05,1094.3,1099.54,1083.61,-0.66,13.8,13.85,13.93,13.72,-0.43,106.39,67.49,144.76,,0,78.77173913043478,0.16001639946268376,0.2506130553397111,1076.429,1136.8905,151.6256666666667,2016,1,2010
2016-01-13,1093.49,1087.29,1095.68,1079.64,0.59,14.14,13.79,14.22,13.74,2.46,139.33,80.65,179.4,,0,77.33309759547383,0.15387213278343878,0.25849819706201815,1076.15,1136.34395,149.8466666666667,2016,1,2010
2016-01-14,1078.0,1093.52,1095.36,1071.4,-1.42,13.85,14.13,14.2,13.71,-2.05,125.48,141.77,118.25,,0,77.83393501805054,0.15861493275490723,0.2647663776309012,1075.631,1135.7589,148.76533333333333,2016,1,2010
2016-01-15,1089.1,1077.94,1097.59,1076.18,1.03,13.93,13.85,14.14,13.73,0.58,112.73,129.67,86.53,,0,78.183776022972,0.14683446352074564,0.2480724110458569,1075.6402,1135.1641499999998,147.312,2016,1,2010
2016-01-18,1088.9,1089.51,1093.26,1087.25,-0.02,13.96,13.91,14.02,13.81,0.22,147.98,102.14,170.38,,0,78.00143266475645,0.1394285306898074,0.2408721955360181,1075.5762,1134.6144,145.66566666666665,2016,1,2010
2016-01-19,1087.12,1088.84,1094.7,1082.95,-0.16,14.02,13.94,14.19,13.86,0.43,154.42,99.32,182.25,,0,77.54065620542082,0.13919002521578847,0.24077380631273543,1075.5204,1134.0820999999999,144.21366666666665,2016,1,2010
2016-01-20,1101.02,1087.1,1109.6,1086.73,1.28,14.16,14.02,14.21,13.97,1.0,194.34,228.96,198.32,,0,77.75564971751412,0.14358404536029348,0.2425855848548042,1075.818,1133.5769500000001,144.04166666666666,2016,1,2010
2016-01-21,1101.6,1101.04,1104.98,1092.54,0.05,14.09,14.15,14.22,13.85,-0.49,87.87,131.39,65.76,,0,78.1831085876508,0.1434021568542623,0.24288608151824312,1076.149,1133.0967,142.057,2016,1,2010
2016-01-22,1098.3,1101.6,1102.98,1093.98,-0.3,14.03,14.08,14.36,14.01,-0.43,110.86,97.26,118.0,,0,78.28225231646472,0.14369666805538514,0.23988855827112257,1076.4422,1132.56495,140.75233333333333,2016,1,2010
2016-01-25,1108.05,1097.85,1109.05,1097.35,0.89,14.24,14.05,14.3,14.0,1.5,82.81,30.96,120.51,,0,77.8125,0.14096875982314488,0.2384642458800371,1076.9462,1132.1227,139.532,2016,1,2010
2016-01-26,1120.57,1108.02,1123.3,1107.17,1.13,14.5,14.24,14.56,14.15,1.83,72.01,92.3,59.88,,0,77.28068965517241,0.14340120361895098,0.24332738440335389,1077.9502,1131.71215,137.19033333333334,2016,1,2010
2016-01-27,1125.59,1120.36,1128.2,1114.9,0.45,14.48,14.5,14.57,14.33,-0.14,93.97,81.97,97.68,,0,77.73411602209944,0.1407222191258568,0.22854887351077222,1079.0392,1131.4036,134.636,2016,1,2010
2016-01-28,1115.14,1125.57,1126.01,1111.96,-0.93,14.25,14.48,14.54,14.12,-1.59,76.84,59.58,92.29,,0,78.25543859649123,0.12972887844218306,0.21107948012869052,1079.694,1131.0093000000002,131.76466666666667,2016,1,2010
2016-01-29,1118.04,1115.16,1118.5,1108.9,0.26,14.26,14.25,14.31,14.14,0.07,83.25,69.89,87.44,,0,78.4039270687237,0.12488564547204288,0.19574704979563776,1080.4928,1130.7026,130.057,2016,1,2010
2016-02-01,1128.85,1117.88,1130.09,1116.24,0.97,14.34,14.24,14.44,14.18,0.56,132.71,101.77,161.28,,0,78.72036262203626,0.12374072968999793,0.192915370173831,1081.683,1130.33685,128.98,2016,2,2010
2016-02-02,1129.12,1128.82,1130.7,1122.44,0.02,14.31,14.31,14.42,14.2,-0.21,103.52,103.2,86.08,,0,78.90426275331934,0.1219320236242796,0.19301611388664786,1082.7556,1129.92195,127.65466666666667,2016,2,2010
2016-02-03,1142.93,1129.16,1146.0,1124.35,1.22,14.68,14.3,14.8,14.22,2.59,104.03,87.34,109.27,,0,77.85626702997276,0.12510145830681815,0.2067362288162708,1084.1864,1129.6126000000002,128.66433333333333,2016,2,2010
2016-02-04,1155.74,1142.95,1157.59,1139.43,1.12,14.88,14.68,14.91,14.61,1.36,96.65,122.63,80.37,,0,77.67069892473118,0.127539876934031,0.20971674017498332,1085.8562,1129.46945,128.182,2016,2,2010
2016-02-05,1173.69,1155.74,1174.9,1145.36,1.55,15.0,14.87,15.08,14.63,0.81,109.38,135.0,77.96,,0,78.24600000000001,0.13281281403634385,0.21055501307801774,1088.1538,1129.4454,126.46366666666668,2016,2,2010
2016-02-08,1191.14,1170.89,1200.98,1164.09,1.49,15.33,14.99,15.48,14.85,2.2,139.53,82.43,171.89,,0,77.69993476842792,0.13414929928309513,0.19649177933283035,1090.6882,1129.45985,126.18733333333333,2016,2,2010
2016-02-09,1188.85,1191.14,1199.29,1185.48,-0.19,15.24,15.3,15.45,15.17,-0.59,77.6,58.02,80.66,,0,78.00853018372703,0.1347047451680533,0.19821065616356795,1093.0754,1129.43745,125.12899999999999,2016,2,2010
2016-02-10,1197.49,1188.95,1197.74,1181.29,0.73,15.28,15.23,15.3,15.06,0.26,99.33,79.22,140.41,,0,78.36976439790577,0.1312278405247777,0.19648298713427015,1095.9514,1129.4659000000001,123.72133333333335,2016,2,2010
2016-02-11,1246.89,1197.44,1260.98,1196.21,4.13,15.75,15.28,15.96,15.24,3.08,118.48,141.73,94.58,,0,79.16761904761906,0.1690888147274036,0.21117453101724434,1099.6378,1129.7763499999999,125.33366666666667,2016,2,2010
2016-02-12,1238.05,1246.94,1249.05,1232.23,-0.71,15.73,15.49,15.82,15.59,-0.13,106.14,158.73,58.84,,0,78.7062937062937,0.17214343504004892,0.21074222206991042,1102.6589999999999,1130.02585,121.91033333333333,2016,2,2010
2016-02-15,1209.95,1232.81,1234.82,1202.3,-2.27,15.33,15.74,15.74,15.18,-2.54,81.19,86.34,63.01,,0,78.9269406392694,0.18837866873523643,0.22779068349531387,1105.4502,1130.1546,120.16433333333335,2016,2,2010
2016-02-16,1200.35,1209.32,1217.18,1190.79,-0.79,15.23,15.34,15.43,15.11,-0.65,128.85,149.86,98.22,,0,78.81483913328955,0.19152679765032152,0.22927696093287145,1107.9634,1130.18885,117.62066666666666,2016,2,2010
2016-02-17,1209.14,1200.19,1213.88,1195.79,0.73,15.29,15.22,15.39,15.13,0.39,134.09,138.63,132.15,,0,79.080444735121,0.18853683337645874,0.22928060034272194,1110.682,1130.1559,116.70800000000001,2016,2,2010
2016-02-18,1232.35,1209.16,1239.9,1200.75,1.92,15.41,15.27,15.55,15.17,0.78,118.96,136.84,114.14,,0,79.97079818299805,0.19187211381947267,0.223111722399882,1113.8982,1130.21005,113.83333333333331,2016,2,2010
2016-02-19,1228.19,1233.12,1234.79,1219.79,-0.34,15.36,15.41,15.5,15.24,-0.32,161.59,228.92,148.51,,0,79.96028645833334,0.1914816445019193,0.2079762429012144,1116.9642000000001,1130.23175,113.18599999999999,2016,2,2010
2016-02-22,1208.74,1226.14,1226.35,1202.02,-1.58,15.19,15.34,15.37,14.9,-1.11,104.66,156.51,52.22,,0,79.57472021066492,0.1963396760001559,0.21027414327975036,1119.881,1130.1467499999999,113.49966666666666,2016,2,2010
2016-02-23,1227.46,1208.76,1227.56,1207.2,1.55,15.31,15.18,15.33,15.13,0.79,150.36,187.37,117.21,,0,80.17374265186153,0.19700842684441175,0.20948335182372574,1123.2154,1130.2465000000002,114.96533333333333,2016,2,2010
2016-02-24,1229.35,1227.39,1253.3,1221.93,0.15,15.25,15.3,15.58,15.15,-0.39,115.61,110.25,117.04,,0,80.61311475409835,0.19707152958237278,0.20066933624831546,1126.3436,1130.3468500000001,114.17466666666668,2016,2,2010
2016-02-25,1234.64,1229.44,1243.09,1221.18,0.43,15.16,15.24,15.34,15.0,-0.59,57.19,61.4,51.21,,0,81.44063324538259,0.1894106590080353,0.19024736469968348,1130.0015999999998,1130.4877999999999,111.89833333333334,2016,2,2010
2016-02-26,1222.6,1234.44,1240.05,1211.59,-0.98,14.71,15.14,15.25,14.64,-2.97,88.87,96.65,87.34,,0,83.1135282121006,0.1930495529941154,0.21236358988477616,1133.1298,1130.5689,111.10300000000001,2016,2,2010
2016-02-29,1238.14,1222.73,1241.29,1217.98,1.27,14.89,14.66,14.93,14.57,1.22,59.73,75.79,36.12,,0,83.15245130960376,0.19427377714156724,0.21446678068373193,1136.3238000000001,1130.72375,108.16133333333333,2016,2,2010
2016-03-01,1232.26,1238.19,1249.0,1227.44,-0.47,14.84,14.87,15.07,14.69,-0.34,123.24,108.11,139.36,,0,83.03638814016172,0.1953160877640074,0.21497572827207448,1139.5218,1130.94855,107.122,2016,3,2010
2016-03-02,1240.3,1232.35,1244.29,1224.48,0.65,14.95,14.84,15.04,14.71,0.74,81.85,57.6,112.1,,0,82.96321070234114,0.19377757097009024,0.2142717364795257,1142.9208,1131.2093,103.37233333333333,2016,3,2010
2016-03-03,1263.69,1240.3,1267.44,1237.34,1.89,15.24,14.96,15.32,14.81,1.94,131.78,117.78,136.02,,0,82.91929133858268,0.19811638047645047,0.2190768843266591,1146.6770000000001,1131.5855,104.836,2016,3,2010
2016-03-04,1259.44,1263.89,1279.98,1250.29,-0.34,15.52,15.24,15.82,15.1,1.84,72.01,44.87,82.34,,0,81.14948453608248,0.19824262905116152,0.22261145914699754,1150.3482,1131.9301999999998,103.541,2016,3,2010
2016-03-07,1267.39,1259.48,1273.29,1256.68,0.63,15.65,15.52,15.8,15.44,0.84,67.18,20.61,103.13,,0,80.98338658146966,0.19790629233491874,0.22046108730810673,1154.315,1132.3214,103.02,2016,3,2010
2016-03-08,1261.1,1267.49,1278.19,1260.04,-0.5,15.33,15.64,15.75,15.3,-2.04,103.06,136.99,65.29,,0,82.26353555120677,0.19870731131433306,0.22602745215941653,1158.1572,1132.66,104.055,2016,3,2010
2016-03-09,1252.94,1261.3,1264.99,1243.87,-0.65,15.29,15.3,15.44,15.18,-0.26,91.76,73.18,99.19,,0,81.9450621321125,0.20100883536697975,0.22621315768619937,1161.987,1132.9972,103.98133333333334,2016,3,2010
2016-03-10,1271.44,1252.89,1273.79,1237.44,1.48,15.59,15.29,15.64,15.13,1.96,99.95,56.94,126.64,,0,81.55484284797947,0.19963561882631228,0.22534196953205698,1166.1897999999999,1133.4731,104.75166666666665,2016,3,2010
2016-03-11,1248.44,1271.44,1282.89,1248.44,-1.81,15.47,15.59,15.73,15.43,-0.77,58.51,62.82,52.4,,0,80.70071105365223,0.21004318820759751,0.22742314718061038,1169.9438,1133.8553,103.92699999999999,2016,3,2010
2016-03-14,1235.28,1250.98,1261.09,1229.28,-1.05,15.34,15.48,15.84,15.26,-0.84,134.75,212.7,65.36,,0,80.52672750977835,0.21325227526784352,0.22954470684284656,1173.1554,1134.16195,103.99499999999999,2016,3,2010
2016-03-15,1232.38,1234.68,1237.58,1226.08,-0.23,15.28,15.36,15.42,15.16,-0.39,132.5,121.09,119.36,,0,80.65314136125656,0.21368459791494537,0.22991094173588597,1176.2498,1134.44035,104.961,2016,3,2010
2016-03-16,1263.08,1232.84,1264.38,1227.24,2.49,15.62,15.26,15.67,15.16,2.23,100.38,104.84,95.39,,0,80.86299615877081,0.22145923879428656,0.22691809998208162,1179.6224,1134.8233500000001,104.83933333333333,2016,3,2010
2016-03-17,1257.9,1261.7,1271.65,1254.65,-0.41,15.91,15.62,16.07,15.52,1.86,79.67,75.24,69.73,,0,79.0634820867379,0.22123221321077796,0.22952289127872405,1182.5954000000002,1135.20135,104.27333333333333,2016,3,2010
2016-03-18,1255.3,1258.16,1267.22,1248.3,-0.21,15.8,15.93,16.16,15.7,-0.69,104.47,121.51,94.11,,0,79.44936708860759,0.2183764087607044,0.23037731614172274,1185.6165999999998,1135.57385,104.10966666666667,2016,3,2010
2016-03-21,1243.74,1254.7,1256.12,1240.76,-0.92,15.84,15.82,15.91,15.67,0.25,112.46,132.5,110.52,,0,78.51893939393939,0.21751567861697652,0.22233928166173345,1188.6062000000002,1135.86055,103.20733333333334,2016,3,2010
2016-03-22,1248.38,1244.22,1259.97,1242.47,0.37,15.88,15.83,16.03,15.74,0.25,76.37,104.69,55.57,,0,78.61335012594459,0.21735265619531044,0.22135299921958335,1191.8328,1136.1931499999998,103.16633333333334,2016,3,2010
2016-03-23,1220.17,1248.18,1249.47,1215.47,-2.26,15.25,15.87,15.94,15.19,-3.97,245.38,366.93,188.34,,0,80.01114754098361,0.22771647882172896,0.2513435093118389,1194.3663999999999,1136.3667500000001,108.03466666666667,2016,3,2010
2016-03-24,1216.99,1221.2,1224.4,1213.01,-0.26,15.19,15.19,15.35,15.13,-0.39,141.85,241.23,90.2,,0,80.11784068466096,0.19266724327216805,0.23403378940863717,1197.1462,1136.4445999999998,108.81366666666666,2016,3,2010
2016-03-25,1216.47,1216.47,1216.47,1216.47,-0.04,15.17,15.14,15.17,15.14,-0.13,186.76,195.99,179.82,,0,80.1891891891892,0.19172384500325076,0.23403412354030265,1199.6936,1136.5244,111.50099999999999,2016,3,2010
2016-03-28,1221.05,1214.51,1222.96,1208.55,0.38,15.24,15.18,15.38,15.11,0.46,157.19,243.76,96.82,,0,80.12139107611549,0.18010820099207142,0.22282674851601716,1202.3366,1136.7024000000001,114.03433333333332,2016,3,2010
2016-03-29,1242.55,1221.4,1243.65,1215.65,1.76,15.36,15.22,15.38,15.03,0.79,168.96,285.83,76.63,,0,80.89518229166667,0.18502526481837517,0.22312738761006107,1205.4451999999999,1137.02295,115.37133333333333,2016,3,2010
2016-03-30,1224.85,1241.3,1243.3,1223.33,-1.42,15.22,15.36,15.46,15.16,-0.91,140.48,135.53,158.26,,0,80.47634691195795,0.1893500442253588,0.22452085099901722,1207.9218,1137.2712,115.58433333333332,2016,3,2010
2016-03-31,1232.7,1226.06,1240.05,1224.81,0.64,15.44,15.21,15.55,15.16,1.45,131.28,130.87,145.55,,0,79.83808290155442,0.18185724827792807,0.2273405029758272,1210.5438000000001,1137.56805,115.99500000000002,2016,3,2010
2016-04-01,1222.49,1232.68,1235.36,1208.84,-0.83,15.05,15.43,15.49,14.75,-2.53,156.7,182.26,152.02,,0,81.22857142857143,0.1832168140790629,0.23887027602477767,1213.0276,1137.80515,115.83200000000001,2016,4,2010
2016-04-04,1215.4,1220.35,1223.35,1214.7,-0.58,14.89,15.01,15.13,14.86,-1.06,113.14,100.26,114.99,,0,81.6252518468771,0.17795524712333508,0.23870687126331147,1215.1745999999998,1137.98035,116.11466666666666,2016,4,2010
2016-04-05,1231.14,1215.31,1237.05,1214.9,1.3,15.14,14.93,15.23,14.88,1.68,89.26,128.54,57.73,,0,81.31704095112286,0.17621036594630668,0.24279836614870184,1217.386,1138.27305,114.078,2016,4,2010
2016-04-06,1222.35,1231.86,1232.41,1217.2,-0.71,15.07,15.13,15.21,14.89,-0.46,101.51,117.18,79.97,,0,81.1114797611148,0.17741096564036454,0.242899231747563,1219.3211999999999,1138.5408,113.60799999999999,2016,4,2010
2016-04-07,1240.69,1223.16,1243.9,1222.7,1.5,15.24,15.06,15.39,15.02,1.13,93.88,71.31,104.08,,0,81.41010498687665,0.18237586942728848,0.24454408026868635,1221.8322,1138.9134999999999,114.83099999999999,2016,4,2010
2016-04-08,1240.39,1240.18,1243.18,1229.62,-0.02,15.36,15.22,15.41,15.09,0.79,46.48,50.55,35.13,,0,80.75455729166667,0.17992066228123813,0.22822269927230682,1224.2792,1139.27575,113.41799999999999,2016,4,2010
2016-04-11,1257.95,1239.79,1259.1,1239.79,1.42,15.93,15.37,15.99,15.34,3.71,95.74,122.17,70.06,,0,78.96735718769618,0.18081709873989055,0.24880696339106925,1226.8612,1139.7147499999999,114.61833333333334,2016,4,2010
2016-04-12,1255.94,1259.05,1262.98,1251.29,-0.16,16.19,15.93,16.24,15.77,1.63,79.82,89.52,74.67,,0,77.5750463248919,0.18023800361484144,0.2513927693345921,1229.3976,1140.2167,113.171,2016,4,2010
2016-04-13,1243.14,1255.88,1257.18,1240.24,-1.02,16.22,16.18,16.34,15.97,0.19,97.7,64.93,116.06,,0,76.64241676942048,0.18204368863717124,0.25106637066304166,1231.4017999999999,1140.641,113.69933333333333,2016,4,2010
2016-04-14,1227.39,1242.05,1244.38,1223.79,-1.27,16.16,16.2,16.27,15.88,-0.37,96.78,61.4,124.37,,0,75.95235148514853,0.176728553556038,0.24671847468638805,1232.8348,1140.9797,112.53266666666667,2016,4,2010
2016-04-15,1234.05,1227.55,1236.29,1225.29,0.54,16.24,16.16,16.4,16.07,0.5,86.41,65.64,116.34,,0,75.98830049261085,0.1775031457316581,0.24203519793411418,1234.042,1141.33015,113.01266666666666,2016,4,2010
2016-04-18,1231.55,1234.1,1242.0,1230.16,-0.2,16.23,16.25,16.33,16.09,-0.06,52.3,57.94,48.32,,0,75.88108441158349,0.17631519856959524,0.2412575856107746,1234.8502,1141.6979,112.51666666666667,2016,4,2010
2016-04-19,1250.5,1232.46,1257.2,1227.7,1.54,16.94,16.23,17.08,16.14,4.37,90.25,84.68,105.94,,0,73.8193624557261,0.18200940748404507,0.2617810018534454,1236.0832,1142.17275,112.08966666666667,2016,4,2010
2016-04-20,1244.05,1251.0,1258.75,1242.6,-0.52,16.96,16.94,17.26,16.81,0.12,93.18,102.18,77.48,,0,73.35200471698113,0.18165698648266473,0.26124669351713964,1237.0144,1142.6447500000002,112.13699999999999,2016,4,2010
