DATE,GOLD_PRICE,GOLD_OPEN,GOLD_HIGH,GOLD_LOW,GOLD_CHANGE_%,SILVER_PRICE,SILVER_OPEN,SILVER_HIGH,SILVER_LOW,SILVER_CHANGE_%,GPRD,GPRD_ACT,GPRD_THREAT,EVENT,HAS_EVENT,GOLD_SILVER_RATIO,GOLD_VOLATILITY_30,SILVER_VOLATILITY_30,GOLD_SMA_50,GOLD_SMA_200,GPRD_ROLLING_30,YEAR,MONTH,DECADE
1997-11-27,296.0,296.8,296.0,296.0,-0.25,5.27,5.27,5.27,5.26,0.0,27.03,15.4,32.1,,0,56.16698292220114,0.16879934966972243,0.27356217695035157,317.686,332.4199,63.234,1997,11,1990
1997-11-28,297.0,295.95,297.0,297.0,0.34,5.31,5.25,5.31,5.3,0.76,29.03,25.72,32.19,,0,55.93220338983051,0.1698236118364307,0.2737792482242717,317.209,332.14365,62.23533333333333,1997,11,1990
1997-12-01,293.85,297.25,293.85,293.85,-1.06,5.31,5.3,5.31,5.3,0.0,72.01,71.79,59.88,,0,55.33898305084747,0.17118578417939026,0.2732128195544227,316.661,331.84665,62.902,1997,12,1990
1997-12-02,293.85,293.65,293.85,293.85,0.0,5.34,5.3,5.34,5.33,0.56,55.36,34.85,67.83,,0,55.028089887640455,0.17143009798919548,0.2731686856998893,316.099,331.54465,62.79033333333333,1997,12,1990
1997-12-03,292.35,293.5,292.35,292.35,-0.51,5.32,5.32,5.32,5.31,-0.37,51.87,59.1,45.19,,0,54.953007518796994,0.17138793649269304,0.2721906722596058,315.48400000000004,331.23515,62.440000000000005,1997,12,1990
1997-12-04,286.25,292.15,286.25,286.25,-2.09,5.29,5.31,5.29,5.28,-0.56,43.22,49.24,35.94,,0,54.11153119092628,0.17746126701687667,0.2667150257454677,314.666,330.87065,62.534,1997,12,1990
1997-12-05,288.25,286.25,288.25,288.25,0.7,5.41,5.28,5.41,5.4,2.27,47.76,50.42,51.4,,0,53.28096118299445,0.1302890204984864,0.25180213911649624,313.896,330.49565,61.274,1997,12,1990
1997-12-08,287.85,288.15,287.85,287.85,-0.14,5.41,5.41,5.41,5.4,0.0,36.89,14.71,55.21,,0,53.20702402957487,0.1256954439546482,0.25209427286701813,313.08799999999997,330.12539999999996,59.86266666666666,1997,12,1990
1997-12-09,282.75,287.55,282.75,282.75,-1.77,5.47,5.39,5.47,5.46,1.11,36.51,26.47,44.16,,0,51.691042047531994,0.12457594467338243,0.25292022863819885,312.054,329.7443999999999,58.63999999999999,1997,12,1990
1997-12-10,286.65,283.15,286.65,286.65,1.38,5.89,5.46,5.89,5.88,7.68,29.76,5.93,44.55,,0,48.66723259762309,0.13415764636999675,0.3273176557907338,311.112,329.41290000000004,57.903666666666666,1997,12,1990
1997-12-11,284.05,286.75,284.05,284.05,-0.91,5.81,5.92,5.81,5.8,-1.36,40.25,24.69,51.49,,0,48.88984509466438,0.1308816819459079,0.3312618908986154,310.164,329.07239999999996,57.278999999999996,1997,12,1990
1997-12-12,282.85,283.95,282.85,282.85,-0.42,5.89,5.81,5.89,5.88,1.38,36.77,22.56,42.34,,0,48.022071307300514,0.12567149729438049,0.3171485873464814,309.124,328.7429,55.973,1997,12,1990
1997-12-15,284.35,282.55,284.35,284.35,0.53,5.93,5.87,5.93,5.91,0.68,41.56,33.15,48.39,,0,47.95109612141653,0.12496918779116878,0.31523789452250206,308.16,328.4054,55.64466666666667,1997,12,1990
1997-12-16,283.55,284.05,283.55,283.55,-0.28,5.98,5.88,5.98,5.97,0.84,61.72,68.37,62.73,,0,47.41638795986622,0.12425282050960489,0.31492717680822657,307.202,328.0554,54.98233333333334,1997,12,1990
1997-12-17,289.15,284.05,289.15,289.15,1.97,5.98,6.02,5.98,5.97,0.0,49.12,36.73,51.06,,0,48.35284280936454,0.14107113277604913,0.31549390027750557,306.32,327.74065,54.50533333333333,1997,12,1990
1997-12-18,287.35,288.15,287.35,287.35,-0.62,6.06,5.95,6.06,6.05,1.34,29.31,29.22,29.25,,0,47.41749174917492,0.1414326279723028,0.3160238197321666,305.512,327.40965,53.514333333333326,1997,12,1990
1997-12-19,289.05,287.05,289.05,289.05,0.59,6.06,6.05,6.06,6.05,0.0,45.84,30.46,50.82,,0,47.6980198019802,0.14299289820954184,0.31347449794962345,304.7,327.09365,53.72233333333334,1997,12,1990
1997-12-22,291.05,289.25,291.05,291.05,0.69,6.03,6.04,6.03,6.02,-0.5,42.87,23.31,58.33,,0,48.266998341625204,0.14539096341949054,0.31517007728431673,303.952,326.81015,53.202666666666666,1997,12,1990
1997-12-23,294.05,291.55,294.05,294.05,1.03,6.25,6.08,6.25,6.24,3.65,70.41,35.09,99.53,,0,47.048,0.1497556199242034,0.32635445952687636,303.274,326.53315,53.224000000000004,1997,12,1990
1997-12-24,296.45,294.05,296.45,296.45,0.82,6.39,6.25,6.39,6.38,2.24,37.3,44.63,37.22,,0,46.39280125195618,0.15137289893627268,0.3260653545585201,302.664,326.25539999999995,51.974333333333334,1997,12,1990
1997-12-25,296.75,296.5,296.75,296.75,0.1,6.39,6.38,6.39,6.38,0.0,72.96,72.74,60.67,,0,46.4397496087637,0.15133421490076465,0.3041821188359312,302.082,325.98164999999995,52.04600000000001,1997,12,1990
1997-12-26,294.85,296.25,294.85,294.85,-0.64,6.37,6.38,6.37,6.36,-0.31,57.93,42.0,61.31,,0,46.287284144427005,0.1468004359799091,0.30155485531914666,301.474,325.69165,52.053333333333335,1997,12,1990
1997-12-29,291.05,295.25,291.05,291.05,-1.29,6.34,6.34,6.34,6.33,-0.47,28.14,16.03,33.43,,0,45.90694006309148,0.15059923424432625,0.3035640751431459,300.822,325.39689999999996,50.596,1997,12,1990
1997-12-30,290.55,291.25,290.55,290.55,-0.17,6.17,6.31,6.17,6.16,-2.68,25.88,17.2,28.69,,0,47.090761750405186,0.1469877829619767,0.31713647570368025,300.17900000000003,325.1104,48.91066666666667,1997,12,1990
1997-12-31,289.05,290.45,289.05,289.05,-0.52,6.0,6.15,6.0,5.99,-2.76,58.73,46.84,65.12,,0,48.175000000000004,0.14584791027628075,0.3276281999048575,299.511,324.8039,48.739000000000004,1997,12,1990
1998-01-02,288.25,288.85,288.25,288.25,-0.28,5.97,5.95,5.97,5.96,-0.5,60.01,103.7,13.31,,0,48.28308207705193,0.14572614294690148,0.328835159604302,298.803,324.49789999999996,48.123333333333335,1998,1,1990
1998-01-05,281.85,287.65,281.85,281.85,-2.22,5.93,5.95,5.93,5.92,-0.67,52.94,60.32,44.02,,0,47.52951096121417,0.15505953143513945,0.31436504731759285,298.26,324.15840000000003,46.78999999999999,1998,1,1990
1998-01-06,281.45,281.85,281.45,281.45,-0.14,6.1,5.86,6.1,6.09,2.87,47.32,50.81,36.32,,0,46.13934426229508,0.15462738341268417,0.3207648442340114,297.652,323.8099,46.306333333333335,1998,1,1990
1998-01-07,283.85,280.75,283.85,283.85,0.85,6.04,6.0,6.04,6.03,-0.98,39.77,39.65,42.52,,0,46.99503311258278,0.15662606962197825,0.3092753839365701,297.014,323.4694,45.50866666666666,1998,1,1990
1998-01-08,280.95,283.25,280.95,280.95,-1.02,5.8,6.03,5.8,5.79,-3.97,65.38,74.49,67.31,,0,48.439655172413794,0.15571082630996155,0.33512685114090424,296.356,323.12890000000004,46.455,1998,1,1990
1998-01-09,278.65,281.05,278.65,278.65,-0.82,5.67,5.76,5.67,5.66,-2.24,38.62,29.62,44.47,,0,49.144620811287474,0.15680825038382792,0.34330543682085934,295.6,322.7779,46.84133333333333,1998,1,1990
1998-01-12,278.15,278.35,278.15,278.15,-0.18,5.51,5.65,5.51,5.5,-2.82,54.25,28.84,72.17,,0,50.48094373865698,0.1559913587131959,0.3543498669463473,294.934,322.4249,47.682,1998,1,1990
1998-01-13,282.75,277.8,282.75,282.75,1.65,5.72,5.51,5.72,5.71,3.81,86.47,39.79,116.15,,0,49.43181818181819,0.16287088882472475,0.36985353654472974,294.32,322.0984,48.164,1998,1,1990
1998-01-14,281.95,283.15,281.95,281.95,-0.28,5.73,5.72,5.73,5.71,0.17,78.2,43.66,104.04,,0,49.20593368237347,0.1628913818448547,0.36975970434321975,293.682,321.7654,48.925333333333334,1998,1,1990
1998-01-15,285.55,281.45,285.55,285.55,1.28,5.88,5.72,5.88,5.87,2.62,57.48,30.16,85.53,,0,48.56292517006803,0.1674610360234643,0.3754175727640699,293.122,321.4529,49.11233333333333,1998,1,1990
1998-01-16,290.15,286.25,290.15,290.15,1.61,5.84,5.9,5.84,5.83,-0.68,73.88,58.92,83.54,,0,49.68321917808219,0.1630593780165795,0.3756816859550669,292.676,321.1604,50.13433333333333,1998,1,1990
1998-01-19,287.55,290.55,287.55,287.55,-0.9,5.77,5.83,5.77,5.75,-1.2,58.63,43.84,73.13,,0,49.835355285961874,0.16409580691894224,0.37378611992022814,292.222,320.8634,50.49666666666666,1998,1,1990
1998-01-20,290.45,287.55,290.45,290.45,1.01,5.74,5.75,5.74,5.73,-0.52,77.61,56.27,88.0,,0,50.60104529616724,0.16662014981999868,0.3743811099898011,291.828,320.58439999999996,51.854000000000006,1998,1,1990
1998-01-21,292.55,291.35,292.55,292.55,0.72,5.86,5.75,5.86,5.85,2.09,56.55,35.61,64.35,,0,49.92320819112628,0.15860454872866817,0.37746553490168344,291.48400000000004,320.3369,52.522000000000006,1998,1,1990
1998-01-22,290.45,293.0,290.45,290.45,-0.72,5.78,5.86,5.78,5.77,-1.37,43.62,23.19,53.2,,0,50.25086505190311,0.15573797397315065,0.30746634566771386,291.144,320.0814,52.98400000000001,1998,1,1990
1998-01-23,299.62,290.88,299.62,299.62,3.16,5.94,5.77,5.94,5.93,2.77,28.94,26.23,35.01,,0,50.44107744107744,0.17714290852256018,0.31530722953463475,290.9794,319.86674999999997,52.607,1998,1,1990
1998-01-26,297.05,298.75,297.05,297.05,-0.86,6.0,5.93,6.0,5.99,1.01,62.9,55.74,75.55,,0,49.50833333333333,0.17887869564336367,0.3141862857228429,290.8534,319.64475,53.477999999999994,1998,1,1990
1998-01-27,300.75,297.5,300.75,300.75,1.25,6.18,6.01,6.18,6.17,3.0,62.32,65.39,60.0,,0,48.66504854368932,0.18131694514372812,0.32504126452856097,290.7914,319.43399999999997,54.169999999999995,1998,1,1990
1998-01-28,305.0,300.6,305.0,305.0,1.41,6.12,6.19,6.12,6.11,-0.97,56.05,52.93,53.96,,0,49.83660130718954,0.18409164559722568,0.32596903637988,290.7564,319.2525,53.980999999999995,1998,1,1990
1998-01-29,302.85,305.5,302.85,302.85,-0.7,6.1,6.1,6.1,6.09,-0.33,65.6,59.45,79.34,,0,49.64754098360656,0.1785714805075754,0.32619149797029273,290.73240000000004,319.06,54.53033333333334,1998,1,1990
1998-01-30,302.45,302.25,302.45,302.45,-0.13,6.23,6.07,6.23,6.22,2.13,41.34,10.99,59.58,,0,48.54735152487961,0.1772636630004403,0.32962818228641405,290.7244,318.8685,54.931333333333335,1998,1,1990
1998-02-02,302.95,302.85,302.95,302.95,0.17,6.35,6.23,6.35,6.34,1.93,76.61,43.64,97.08,,0,47.70866141732284,0.17682698076595313,0.3337556052381894,290.6844,318.6725,55.957,1998,2,1990
1998-02-03,295.35,303.0,295.35,295.35,-2.51,6.78,6.38,6.78,6.76,6.77,73.68,51.1,85.25,,0,43.56194690265487,0.19216798236303748,0.3837427265897033,290.5324,318.451,56.984,1998,2,1990
1998-02-04,299.35,295.45,299.35,299.35,1.35,7.3,6.76,7.3,7.28,7.67,79.79,35.35,108.12,,0,41.0068493150685,0.19381602567285766,0.4282603897195089,290.5124,318.24800000000005,57.29666666666667,1998,2,1990
1998-02-05,298.65,299.1,298.65,298.65,-0.23,7.64,7.2,7.64,7.59,4.66,77.37,45.71,100.08,,0,39.090314136125656,0.19267375424427263,0.4420430991207008,290.5504,318.0445,58.632333333333335,1998,2,1990
1998-02-06,298.15,298.75,298.15,298.15,-0.17,7.25,7.6,7.25,7.24,-5.1,50.55,37.14,70.8,,0,41.12413793103448,0.19274689704409828,0.4721402179555383,290.5934,317.83299999999997,57.88533333333333,1998,2,1990
1998-02-09,299.75,298.05,299.75,299.75,0.54,7.04,7.15,7.04,7.0,-2.9,82.72,64.54,113.65,,0,42.578125,0.1922462881818977,0.48167590141529987,290.6484,317.6305,58.711666666666666,1998,2,1990
1998-02-10,300.45,299.8,300.45,300.45,0.23,7.2,7.03,7.2,7.17,2.27,93.54,38.59,139.47,,0,41.729166666666664,0.18796663001327935,0.48403281144877014,290.7804,317.4185,60.891666666666666,1998,2,1990
1998-02-11,300.05,300.55,300.05,300.05,-0.13,7.1,7.17,7.1,7.07,-1.39,95.98,82.01,118.57,,0,42.260563380281695,0.1879191071216354,0.47813571889501766,290.9044,317.2165,63.22833333333333,1998,2,1990
1998-02-12,298.75,300.45,298.75,298.75,-0.43,7.07,7.05,7.07,7.05,-0.42,54.48,27.16,67.96,,0,42.256011315417254,0.18769244369469365,0.46897479158777783,291.0324,317.003,63.086666666666666,1998,2,1990
1998-02-13,299.85,298.6,299.85,299.85,0.37,7.15,7.05,7.15,7.13,1.13,69.07,44.07,82.7,,0,41.93706293706294,0.18744784342209497,0.46806231667179715,291.3044,316.7835,63.38866666666666,1998,2,1990
1998-02-16,298.25,299.55,298.25,298.25,-0.53,7.07,7.12,7.07,7.05,-1.12,75.74,55.64,86.18,,0,42.185289957567186,0.17496421171245038,0.46933679467018646,291.5044,316.5345,64.14866666666667,1998,2,1990
1998-02-17,298.0,298.45,298.0,298.0,-0.08,6.82,7.04,6.82,6.8,-3.54,101.82,81.21,124.18,,0,43.6950146627566,0.17487520599278805,0.4793941306333985,291.7074,316.28625000000005,65.96533333333333,1998,2,1990
1998-02-18,297.55,297.45,297.55,297.55,-0.15,6.62,6.79,6.62,6.59,-2.93,101.65,95.38,119.33,,0,44.94712990936556,0.17401972090617265,0.4875965700630107,292.00340000000006,316.0265,68.02799999999999,1998,2,1990
1998-02-19,298.95,297.85,298.95,298.95,0.47,6.85,6.61,6.85,6.82,3.47,92.9,58.21,114.77,,0,43.64233576642336,0.17053131417915635,0.47787840459974706,292.2494,315.78225000000003,68.94533333333334,1998,2,1990
1998-02-20,297.25,298.85,297.25,297.25,-0.57,6.56,6.81,6.56,6.54,-4.23,81.19,16.19,121.52,,0,45.3125,0.1693673625957128,0.49146441850522293,292.5134,315.53125000000006,70.36433333333333,1998,2,1990
1998-02-23,293.45,296.75,293.45,293.45,-1.28,6.48,6.51,6.48,6.46,-1.22,110.17,73.22,128.26,,0,45.28549382716049,0.17454153453264457,0.4840985537571571,292.72540000000004,315.27825,72.22833333333332,1998,2,1990
1998-02-24,291.45,293.45,291.45,291.45,-0.68,6.38,6.49,6.38,6.35,-1.54,141.65,38.51,208.8,,0,45.68181818181818,0.17053589210874348,0.47793840276224836,292.8674,315.02774999999997,74.06766666666667,1998,2,1990
1998-02-25,292.05,291.85,292.05,292.05,0.21,6.05,6.35,6.05,6.03,-5.17,89.92,23.13,135.07,,0,48.27272727272727,0.17015362539356244,0.5045884617572066,293.0374,314.7725,74.45833333333333,1998,2,1990
1998-02-26,294.65,291.85,294.65,294.65,0.89,6.21,6.0,6.21,6.19,2.64,43.71,24.9,51.92,,0,47.447665056360705,0.16823365333818027,0.5046993782633343,293.1474,314.531,73.99933333333334,1998,2,1990
1998-02-27,299.15,294.6,299.15,299.15,1.53,6.5,6.2,6.5,6.48,4.67,92.5,34.58,124.99,,0,46.02307692307692,0.16760114254146155,0.519900414191951,293.3834,314.31350000000003,74.62000000000002,1998,2,1990
1998-03-02,299.7,299.4,299.7,299.7,0.18,6.61,6.48,6.61,6.59,1.69,70.01,66.12,73.54,,0,45.34039334341906,0.16488388627563816,0.5188834140756596,293.5964,314.099,74.99933333333334,1998,3,1990
1998-03-03,297.85,299.5,297.85,297.85,-0.62,6.4,6.57,6.4,6.39,-3.18,76.34,59.56,77.28,,0,46.5390625,0.16420152603652216,0.5290602113783344,293.7324,313.87325,74.95700000000001,1998,3,1990
1998-03-04,296.05,297.55,296.05,296.05,-0.6,6.38,6.35,6.38,6.35,-0.31,58.01,23.13,82.01,,0,46.40282131661442,0.16425478436155638,0.5270339759051837,293.7724,313.63325000000003,75.00566666666666,1998,3,1990
1998-03-05,293.45,296.0,293.45,293.45,-0.88,6.38,6.35,6.38,6.37,0.0,64.95,50.68,70.45,,0,45.99529780564263,0.16496619625931788,0.5246833751653723,293.7124,313.37625,75.71666666666667,1998,3,1990
1998-03-06,294.45,293.5,294.45,294.45,0.34,6.08,6.36,6.08,6.07,-4.7,51.98,46.07,57.64,,0,48.42927631578947,0.13644236682332622,0.5396220967075629,293.6664,313.11975,76.48466666666667,1998,3,1990
1998-03-09,294.45,294.15,294.45,294.45,0.0,6.08,6.05,6.08,6.07,0.0,72.01,43.07,89.82,,0,48.42927631578947,0.1343019183233837,0.5389893512044188,293.65840000000003,312.86875,76.78833333333334,1998,3,1990
1998-03-10,296.0,294.3,296.0,296.0,0.53,6.31,6.08,6.31,6.3,3.78,68.44,61.41,68.29,,0,46.90966719492869,0.129932108625144,0.5431122589692635,293.7574,312.63125,76.99233333333333,1998,3,1990
1998-03-11,294.6,295.75,294.6,294.6,-0.47,6.16,6.3,6.16,6.14,-2.38,38.73,46.33,34.35,,0,47.824675324675326,0.12278097803262142,0.5470940396473362,293.8384,312.388,76.41499999999999,1998,3,1990
1998-03-12,294.55,294.6,294.55,294.55,-0.02,6.21,6.14,6.21,6.2,0.81,84.08,67.05,97.88,,0,47.431561996779394,0.12150978213980554,0.5473558339827359,293.9484,312.1545,77.03099999999999,1998,3,1990
1998-03-13,295.35,294.45,295.35,295.35,0.27,6.17,6.19,6.17,6.14,-0.64,80.39,66.32,96.81,,0,47.86871961102107,0.12195002989507446,0.5443818735929208,294.0904,311.91450000000003,78.33266666666667,1998,3,1990
1998-03-16,294.55,295.5,294.55,294.55,-0.27,6.12,6.15,6.12,6.1,-0.81,54.3,28.87,72.25,,0,48.12908496732026,0.12185431889294046,0.5418450312831625,294.3444,311.67,77.589,1998,3,1990
1998-03-17,291.95,294.45,291.95,291.95,-0.88,5.88,6.09,5.88,5.86,-3.92,58.22,61.1,50.96,,0,49.65136054421769,0.10117744342161446,0.512399827596482,294.55440000000004,311.40875,77.07366666666667,1998,3,1990
1998-03-18,291.15,292.05,291.15,291.15,-0.27,5.98,5.86,5.98,5.97,1.7,42.61,45.32,37.8,,0,48.68729096989966,0.0923461526408603,0.45664640021527,294.7004,311.14425,75.83433333333332,1998,3,1990
1998-03-19,291.55,291.45,291.55,291.55,0.14,5.98,5.97,5.98,5.97,0.0,53.38,11.2,84.11,,0,48.754180602006684,0.09247353775776808,0.42896208815352266,294.9124,310.88425,75.03466666666667,1998,3,1990
1998-03-20,291.75,291.3,291.75,291.75,0.07,6.22,5.98,6.22,6.21,4.01,50.36,27.89,65.14,,0,46.90514469453377,0.092529382674292,0.43043974380022587,295.1744,310.63525,75.02833333333334,1998,3,1990
1998-03-23,298.95,291.75,298.95,298.95,2.47,6.46,6.21,6.46,6.45,3.86,73.15,62.51,69.51,,0,46.27708978328173,0.11718744101672923,0.4417760710352131,295.5904,310.42475,74.70933333333333,1998,3,1990
1998-03-24,299.65,298.35,299.65,299.65,0.23,6.43,6.45,6.43,6.41,-0.46,67.28,63.88,58.61,,0,46.60186625194401,0.11718855371741192,0.4352759434234206,295.9284,310.20975000000004,73.834,1998,3,1990
1998-03-25,299.05,299.25,299.05,299.05,-0.2,6.25,6.37,6.25,6.24,-2.8,64.21,75.65,77.66,,0,47.848,0.11726778516016241,0.4401223918481127,296.2704,309.99625,72.775,1998,3,1990
1998-03-26,301.55,299.35,301.55,301.55,0.84,6.35,6.24,6.35,6.33,1.6,64.84,44.97,84.39,,0,47.488188976377955,0.1190294253478369,0.4438678612496203,296.5904,309.80775,73.12033333333333,1998,3,1990
1998-03-27,302.85,301.1,302.85,302.85,0.43,6.37,6.38,6.37,6.35,0.31,49.52,9.87,74.11,,0,47.54317111459969,0.11919683758729027,0.4421759011836184,296.8444,309.62025,72.46866666666666,1998,3,1990
1998-03-30,301.65,302.75,301.65,301.65,-0.4,6.36,6.36,6.36,6.34,-0.16,67.75,85.31,41.51,,0,47.429245283018865,0.11869195271971092,0.4415947317864276,297.1264,309.44025,72.20233333333334,1998,3,1990
1998-03-31,300.95,301.4,300.95,300.95,-0.23,6.52,6.33,6.52,6.5,2.52,56.04,31.04,72.49,,0,46.1579754601227,0.11890441447675718,0.4380510678987447,297.33639999999997,309.24625,70.67633333333333,1998,3,1990
1998-04-01,299.75,300.95,299.75,299.75,-0.4,6.38,6.49,6.38,6.36,-2.15,49.62,23.28,67.95,,0,46.98275862068966,0.11945762870272798,0.4342332457369588,297.4804,309.05625,68.94200000000001,1998,4,1990
1998-04-02,302.25,299.75,302.25,302.25,0.83,6.57,6.35,6.57,6.56,2.98,67.78,52.88,73.52,,0,46.00456621004566,0.12108322785430677,0.4309223316561661,297.7164,308.88075000000003,68.10466666666666,1998,4,1990
1998-04-03,308.25,302.1,308.25,308.25,1.99,6.62,6.56,6.62,6.6,0.76,52.86,58.55,43.95,,0,46.56344410876133,0.13206323736602255,0.41327568991303903,297.88899999999995,308.73075,67.16033333333333,1998,4,1990
1998-04-06,309.05,308.05,309.05,309.05,0.26,6.42,6.6,6.42,6.4,-3.02,44.51,36.98,43.18,,0,48.1386292834891,0.12521092602409906,0.4213545255514846,298.129,308.60275,64.97166666666666,1998,4,1990
1998-04-07,309.75,309.35,309.75,309.75,0.23,6.43,6.39,6.43,6.41,0.16,68.94,58.91,70.98,,0,48.17262830482115,0.12254558732741298,0.4188059394785256,298.309,308.48175000000003,62.548,1998,4,1990
1998-04-08,309.35,310.05,309.35,309.35,-0.13,6.45,6.41,6.45,6.43,0.31,23.96,11.94,34.87,,0,47.96124031007752,0.12293006412327871,0.3883217488489617,298.396,308.35725,60.34933333333333,1998,4,1990
1998-04-09,308.45,309.3,308.45,308.45,-0.29,6.45,6.43,6.45,6.43,0.0,38.35,41.17,34.34,,0,47.82170542635659,0.12188642514502858,0.38161289191197895,298.508,308.24275,60.17066666666667,1998,4,1990
1998-04-10,310.75,308.5,310.75,310.75,0.75,6.46,6.45,6.46,6.45,0.16,54.25,60.84,39.47,,0,48.10371517027864,0.11621610984936342,0.35681935163487694,298.674,308.16774999999996,58.89566666666667,1998,4,1990
1998-04-13,310.95,310.5,310.95,310.95,0.06,6.41,6.41,6.41,6.39,-0.77,53.43,35.51,59.24,,0,48.51014040561622,0.11621911431358542,0.3538255393674366,298.834,308.1,58.343,1998,4,1990
1998-04-14,308.25,310.85,308.25,308.25,-0.87,6.31,6.37,6.31,6.3,-1.56,69.81,62.64,69.66,,0,48.85103011093503,0.11782975367775489,0.344501012175323,299.092,308.05125,58.12533333333333,1998,4,1990
1998-04-15,307.25,308.35,307.25,307.25,-0.32,6.33,6.3,6.33,6.32,0.32,57.95,30.41,71.02,,0,48.53870458135861,0.11661347105457343,0.3445266525671535,299.25,307.98825,58.123333333333335,1998,4,1990
1998-04-16,308.15,306.95,308.15,308.15,0.29,6.31,6.3,6.31,6.3,-0.32,40.08,17.13,57.14,,0,48.835182250396194,0.11272068471149159,0.3446455953644406,299.44,307.93825,57.294333333333334,1998,4,1990
1998-04-17,307.75,308.15,307.75,307.75,-0.13,6.28,6.29,6.28,6.26,-0.48,61.24,23.26,87.29,,0,49.00477707006369,0.11290972495400609,0.31519630195607173,299.632,307.87775,57.602999999999994,1998,4,1990
1998-04-20,307.95,306.95,307.95,307.95,0.06,6.25,6.26,6.25,6.24,-0.48,30.71,30.61,25.53,,0,49.272,0.11285049963572805,0.31566719846779945,299.79600000000005,307.81075,56.22633333333333,1998,4,1990
1998-04-21,310.75,307.85,310.75,310.75,0.91,6.33,6.24,6.33,6.32,1.28,64.2,44.8,69.4,,0,49.09162717219589,0.11448789976912348,0.2982209766116339,300.002,307.76599999999996,56.08500000000001,1998,4,1990
1998-04-22,313.25,310.65,313.25,313.25,0.8,6.3,6.2,6.3,6.29,-0.47,48.76,24.3,60.82,,0,49.72222222222222,0.11429141837973156,0.2898694297816841,300.266,307.742,56.41933333333334,1998,4,1990
1998-04-23,314.05,312.85,314.05,314.05,0.26,6.3,6.29,6.3,6.29,0.0,67.66,44.97,79.7,,0,49.849206349206355,0.11409942985066426,0.28906935294684505,300.572,307.722,55.87199999999999,1998,4,1990
1998-04-24,312.65,314.1,312.65,312.65,-0.45,6.27,6.29,6.27,6.25,-0.48,75.15,69.16,81.72,,0,49.864433811802236,0.11568119845793508,0.2887527012614902,300.828,307.6665,55.69733333333333,1998,4,1990
1998-04-27,309.65,312.45,309.65,309.65,-0.96,6.19,6.24,6.19,6.17,-1.28,65.38,50.69,66.45,,0,50.024232633279475,0.11972919128059945,0.29029660009965746,301.056,307.57,56.06666666666667,1998,4,1990
1998-04-28,307.95,309.85,307.95,307.95,-0.55,6.19,6.17,6.19,6.17,0.0,72.84,69.16,92.3,,0,49.74959612277867,0.11755166287967513,0.26475420411105255,301.255,307.482,56.554,1998,4,1990
1998-04-29,310.25,308.05,310.25,310.25,0.75,6.23,6.12,6.23,6.22,0.65,50.15,29.41,78.49,,0,49.799357945425356,0.11784392502995211,0.26124837946683216,301.509,307.407,56.80533333333333,1998,4,1990
1998-04-30,306.65,310.15,306.65,306.65,-1.16,6.23,6.22,6.23,6.22,0.0,56.65,37.65,76.26,,0,49.22150882825039,0.12440320862176124,0.26124837946683216,301.663,307.32475,56.91433333333334,1998,4,1990
1998-05-01,302.25,306.85,302.25,302.25,-1.43,6.14,6.21,6.14,6.13,-1.44,74.76,40.13,95.64,,0,49.22638436482085,0.1328289097677306,0.2379576998372231,301.763,307.2191,57.727666666666664,1998,5,1990
1998-05-04,304.35,302.75,304.35,304.35,0.69,6.25,6.14,6.25,6.24,1.79,88.39,84.28,89.47,,0,48.696000000000005,0.1142514006098524,0.21502488629493985,301.981,307.11085,58.235666666666674,1998,5,1990
1998-05-05,303.35,303.75,303.35,303.35,-0.33,6.12,6.22,6.12,6.11,-2.08,55.65,45.68,59.88,,0,49.56699346405229,0.11467867995974161,0.22236900209273494,302.219,306.9845,57.848,1998,5,1990
1998-05-06,300.75,303.25,300.75,300.75,-0.86,5.93,6.1,5.93,5.91,-3.1,54.95,31.3,69.62,,0,50.71669477234401,0.11743848811023204,0.22567406679140484,302.393,306.85850000000005,57.53933333333334,1998,5,1990
1998-05-07,298.55,300.6,298.55,298.55,-0.73,5.97,5.92,5.97,5.96,0.67,66.52,53.05,66.37,,0,50.00837520938024,0.1167775573608734,0.2209276314815001,302.471,306.721,57.59533333333333,1998,5,1990
1998-05-08,299.85,298.6,299.85,299.85,0.44,5.97,5.96,5.97,5.96,0.0,63.02,27.31,86.58,,0,50.22613065326634,0.11679251070510172,0.2204826607441852,302.485,306.5975,58.04533333333333,1998,5,1990
1998-05-11,300.35,299.65,300.35,300.35,0.17,5.75,5.96,5.75,5.73,-3.69,99.14,74.98,136.45,,0,52.23478260869565,0.11639995527726389,0.24241357680130995,302.498,306.476,59.09166666666667,1998,5,1990
1998-05-12,297.9,300.2,297.9,297.9,-0.82,5.61,5.74,5.61,5.59,-2.43,150.18,45.2,226.2,,0,53.10160427807486,0.11856862864344962,0.23434372601934458,302.499,306.346,62.22966666666666,1998,5,1990
1998-05-13,298.45,298.0,298.45,298.45,0.18,5.54,5.6,5.54,5.53,-1.25,199.97,57.78,294.01,,0,53.871841155234655,0.11820242457136787,0.23022757244787884,302.547,306.2345,67.24133333333333,1998,5,1990
1998-05-14,299.15,298.55,299.15,299.15,0.23,5.61,5.53,5.61,5.59,1.26,167.04,40.99,264.98,,0,53.32442067736185,0.11572573738545068,0.21267776306471786,302.661,306.1375,70.55,1998,5,1990
